video_id,title,thumbnail_type,comment_id,user_id,comment_date,likes,video_posted_date,viewed,liked,commented
VID1002,Video VID1002,screenshot,,U1139,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,,U1070,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,C44561,U1088,2025-06-10,1.0,2025-06-10,1,0,1
VID1002,Video VID1002,screenshot,,U1173,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,,U1059,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,,U1107,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,C84337,U1148,2025-06-13,3.0,2025-06-10,1,1,1
VID1002,Video VID1002,screenshot,,U1001,,,2025-06-10,1,0,0
VID1002,Video VID1002,screenshot,C20879,U1162,2025-06-11,7.0,2025-06-10,1,0,1
VID1002,Video VID1002,screenshot,C41802,U1064,2025-06-10,10.0,2025-06-10,1,0,1
VID1002,Video VID1002,screenshot,C14679,U1022,2025-06-12,6.0,2025-06-10,1,1,1
VID1002,Video VID1002,screenshot,C56671,U1136,2025-06-13,3.0,2025-06-10,1,1,1
VID1002,Video VID1002,screenshot,,U1009,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,,U1049,,,2025-06-10,1,1,0
VID1002,Video VID1002,screenshot,,U1095,,,2025-06-10,1,0,0
VID1002,Video VID1002,screenshot,,U1127,,,2025-06-10,1,1,0
VID1003,Video VID1003,face,,U1199,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1062,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1100,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1088,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1138,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C89816,U1176,2025-06-10,5.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1190,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1051,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C50900,U1131,2025-06-13,10.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1192,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1133,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1082,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1166,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1132,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1158,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1179,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1144,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1072,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C54243,U1047,2025-06-10,6.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1178,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C50383,U1059,2025-06-11,0.0,2025-06-09,1,0,1
VID1003,Video VID1003,face,,U1103,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C47979,U1027,2025-06-10,8.0,2025-06-09,1,0,1
VID1003,Video VID1003,face,,U1012,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1186,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C21304,U1117,2025-06-12,1.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1145,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C16402,U1014,2025-06-12,3.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,C15390,U1165,2025-06-14,6.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,C52072,U1189,2025-06-09,1.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1017,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1071,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1197,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1173,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C41229,U1093,2025-06-10,4.0,2025-06-09,1,0,1
VID1003,Video VID1003,face,C88245,U1022,2025-06-12,5.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1156,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1191,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1112,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1195,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C17231,U1048,2025-06-10,5.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1078,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1015,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C99976,U1057,2025-06-12,8.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1104,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1067,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C95216,U1079,2025-06-14,4.0,2025-06-09,1,0,1
VID1003,Video VID1003,face,,U1171,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,C80471,U1018,2025-06-14,10.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1152,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1125,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1126,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1029,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C45070,U1092,2025-06-14,6.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,C89230,U1120,2025-06-13,4.0,2025-06-09,1,0,1
VID1003,Video VID1003,face,C67672,U1043,2025-06-12,7.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1123,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C70889,U1049,2025-06-13,1.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,,U1002,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1193,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1168,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1122,,,2025-06-09,1,0,0
VID1003,Video VID1003,face,,U1162,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,,U1076,,,2025-06-09,1,1,0
VID1003,Video VID1003,face,C54996,U1042,2025-06-12,1.0,2025-06-09,1,1,1
VID1003,Video VID1003,face,C95088,U1060,2025-06-10,3.0,2025-06-09,1,1,1
VID1004,Video VID1004,screenshot,,U1042,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1050,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,C70310,U1054,2025-06-10,10.0,2025-06-09,1,1,1
VID1004,Video VID1004,screenshot,C73799,U1041,2025-06-10,6.0,2025-06-09,1,1,1
VID1004,Video VID1004,screenshot,,U1004,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1089,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,C19016,U1035,2025-06-13,0.0,2025-06-09,1,1,1
VID1004,Video VID1004,screenshot,,U1141,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1168,,,2025-06-09,1,0,0
VID1004,Video VID1004,screenshot,,U1196,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1039,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1197,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,C28390,U1175,2025-06-12,6.0,2025-06-09,1,1,1
VID1004,Video VID1004,screenshot,,U1183,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1139,,,2025-06-09,1,0,0
VID1004,Video VID1004,screenshot,,U1134,,,2025-06-09,1,0,0
VID1004,Video VID1004,screenshot,,U1116,,,2025-06-09,1,0,0
VID1004,Video VID1004,screenshot,,U1093,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1151,,,2025-06-09,1,1,0
VID1004,Video VID1004,screenshot,,U1126,,,2025-06-09,1,1,0
VID1005,Video VID1005,face,,U1006,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1067,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1071,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1085,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1192,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1076,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1156,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1014,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1047,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,C96321,U1002,2025-06-11,6.0,2025-06-08,1,0,1
VID1005,Video VID1005,face,,U1115,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1084,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1035,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1181,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,C68612,U1148,2025-06-12,2.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,C59996,U1087,2025-06-10,10.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,,U1010,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1082,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,C16646,U1173,2025-06-11,1.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,C22988,U1089,2025-06-12,5.0,2025-06-08,1,0,1
VID1005,Video VID1005,face,C25244,U1012,2025-06-10,9.0,2025-06-08,1,0,1
VID1005,Video VID1005,face,,U1090,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1149,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1191,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1109,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1101,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1112,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1177,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1103,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1066,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1108,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1008,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1139,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1166,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1015,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1133,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,C23419,U1018,2025-06-12,7.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,,U1053,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1157,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,C39317,U1189,2025-06-09,7.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,,U1024,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1045,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1026,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1170,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1164,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,,U1062,,,2025-06-08,1,1,0
VID1005,Video VID1005,face,C79905,U1081,2025-06-11,8.0,2025-06-08,1,1,1
VID1005,Video VID1005,face,,U1016,,,2025-06-08,1,0,0
VID1005,Video VID1005,face,,U1165,,,2025-06-08,1,0,0
